"","Id","contry","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"45","45","Ecuador","398921","2033","19137","76","329582","","50202","620","22324","1071","1334841","74699","17869505","South America","45","934","13","114","4","2809"
"46","46","Nepal","385890","8287","3632","53","298765","3370","83493","","13046","123","2615720","88431","29579317","Asia","77","8144","11","280","2","2823"
"47","47","Slovakia","385395","373","11990","44","367530","815","5875","260","70561","2195","2717033","497453","5461888","Europe","14","456","2","68","8","1076"
"48","48","Belarus","367674","1369","2622","10","358261","1419","6791","","38921","278","5976984","632707","9446682","Europe","26","3603","2","145","1","719"
"49","49","Panama","366762","","6258","","356520","","3984","105","83886","1431","2448142","559938","4372167","North America","12","699","2",NA,NA,"911"
"50","50","Greece","360577","2461","10978","68","322282","","27317","737","34739","1058","8445689","813670","10379746","Europe","29","946","1","237","7","2632"
"51","51","Croatia","343829","1342","7424","36","325700","1866","10705","235","84195","1818","1871290","458231","4083725","Europe","12","550","2","329","9","2621"
"52","52","Kazakhstan","340239","2587","3889","31","294162","2333","42188","221","17939","205","10455458","551252","18966765","Asia","56","4877","2","136","2","2224"
"53","53","Azerbaijan","326056","649","4666","16","304580","1720","16810","","31914","457","3321511","325110","10216590","Asia","31","2190","3","64","2","1645"
"54","54","Georgia","320830","1564","4263","18","299500","693","17067","","80557","1070","4344217","1090783","3982659","Asia","12","934","1","393","5","4285"
"55","55","Tunisia","319512","1276","11350","73","276198","1928","31964","529","26797","952","1356375","113758","11923323","Africa","37","1051","9","107","6","2681"
"56","56","Bolivia","316153","1963","13182","31","259431","1363","43540","158","26775","1116","1235851","104665","11807685","South America","37","896","10","166","3","3687"
"57","57","Palestine","300946","","3338","","283570","","14038","102","57859","642","1770081","340312","5201353","Asia","17","1558","3",NA,NA,"2699"
"58","58","Paraguay","294233","","6974","","242915","","44344","567","40828","968","1139296","158089","7206670","South America","24","1033","6",NA,NA,"6153"
"59","59","Kuwait","282981","","1628","","266917","","14436","206","65445","377","2388785","552453","4323963","Asia","15","2656","2",NA,NA,"3339"
"60","60","Dominican Republic","269958","","3517","","230945","","35496","229","24676","321","1428975","130619","10940026","North America","41","3111","8",NA,NA,"3245"
"61","61","Costa Rica","265486","","3365","","212525","","49596","433","51716","655","1033203","201266","5133520","North America","19","1526","5",NA,NA,"9661"
"62","62","Ethiopia","262217","637","3871","31","208314","1444","50032","749","2234","33","2615290","22284","117362028","Africa","448","30318","45","5","0.3","426"
"63","63","Denmark","258182","677","2497","2","244998","634","10687","30","44441","430","42131769","7252206","5809511","Europe","23","2327","0","117","0.3","1840"
"64","64","Lithuania","256906","1486","4024","4","231841","2174","21041","188","95508","1496","2961273","1100885","2689901","Europe","10","668","1","552","1","7822"
"65","65","Moldova","252604","191","5943","14","243195","399","3466","177","62743","1476","1017286","252679","4025994","Europe","16","677","4","47","3","861"
"66","66","Ireland","252303","399","4919","1","234805","401","12579","33","50618","987","4641879","931268","4984474","Europe","20","1013","1","80","0.2","2524"
"67","67","Slovenia","245793","632","4286","1","232389","830","9118","129","118216","2061","1203360","578766","2079181","Europe","8","485","2","304","0.5","4385"
"68","68","Egypt","235140","","13779","","175928","","45433","90","2262","133","2715258","26117","103963661","Africa","442","7545","38",NA,NA,"437"
"69","69","Guatemala","233696","","7695","","211572","","14429","5","12844","423","1298713","71376","18195353","North America","78","2365","14",NA,NA,"793"
"70","70","Armenia","219092","411","4225","16","204121","814","10746","","73819","1424","1012538","341158","2967945","Asia","14","702","3","138","5","3621"
"71","71","Honduras","218330","735","5585","83","81160","577","131585","561","21751","556","648703","64626","10037725","North America","46","1797","15","73","8","13109"
"72","72","Uruguay","216146","","3032","","187153","","25961","537","62041","870","1885930","541320","3483946","South America","16","1149","2",NA,NA,"7452"
"73","73","Qatar","210603","533","502","6","200467","1023","9634","261","75006","179","1941171","691348","2807805","Asia","13","5593","1","190","2","3431"
"74","74","Venezuela","205181","","2263","","187665","","15253","316","7233","80","3359014","118411","28367444","South America","138","12535","8",NA,NA,"538"
"75","75","Bosnia and Herzegovina","200693","","8790","","164717","","27186","","61497","2693","922568","282697","3263454","Europe","16","371","4",NA,NA,"8330"
"76","76","Oman","199344","","2083","","181696","","15565","283","38218","399","1550000","297163","5215985","Asia","26","2504","3",NA,NA,"2984"
"77","77","Bahrain","186403","","674","","173036","","12693","101","106443","385","4206579","2402112","1751200","Asia","9","2598","0",NA,NA,"7248"
"78","78","Libya","179697","","3063","","165931","","10703","","25855","441","972747","139957","6950315","Africa","39","2269","7",NA,NA,"1540"
"79","79","Nigeria","165340","","2065","","155454","","7821","11","786","10","1939165","9215","210442777","Africa","1273","101909","109",NA,NA,"37"
"80","80","Kenya","163238","572","2883","18","111129","476","49226","190","2980","53","1715038","31314","54769918","Africa","336","18998","32","10","0.3","899"
"81","81","North Macedonia","153891","197","5079","12","137664","333","11148","124","73869","2438","738012","354251","2083301","Europe","14","410","3","95","6","5351"
"82","82","Myanmar","142934","31","3210","","132004","4","7720","","2612","59","2587501","47287","54719008","Asia","383","17046","21","0.6",NA,"141"
"83","83","Albania","131666","89","2411","3","116126","873","13129","18","45795","839","654521","227649","2875127","Europe","22","1193","4","31","1","4566"
"84","84","S. Korea","126745","701","1865","5","116881","859","7999","165","2470","36","9089166","177154","51306656","Asia","405","27510","6","14","0.1","156"
"85","85","Estonia","124901","348","1195","2","115699","639","8007","44","94102","900","1323778","997352","1327293","Europe","11","1111","1","262","2","6033"
"86","86","Algeria","123692","","3315","","86149","","34228","28","2778","74","230861","5186","44519649","Africa","360","13430","193",NA,NA,"769"
"87","87","Latvia","123331","786","2208","11","112150","677","8973","81","66008","1182","2381690","1274701","1868430","Europe","15","846","1","421","6","4802"
"88","88","Sri Lanka","123234","1896","764","","103098","1335","19372","","5735","36","2900769","134986","21489420","Asia","174","28128","7","88",NA,"901"
"89","89","Norway","115988","170","767","","88952","","26269","27","21254","141","5337838","978134","5457163","Europe","47","7115","1","31",NA,"4814"
"90","90","Cuba","114912","1036","722","9","108448","972","5742","118","10151","64","3812673","336786","11320742","North America","99","15680","3","92","0.8","507"
"91","91","Montenegro","98237","95","1536","3","94803","148","1898","64","156395","2445","384874","612726","628134","Europe","6","409","2","151","5","3022"
"92","92","Kyrgyzstan","98079","416","1649","6","91267","308","5163","70","14826","249","1021960","154488","6615134","Asia","67","4012","6","63","0.9","780"
"93","93","Uzbekistan","93978","381","662","2","89703","365","3613","23","2774","20","1377915","40671","33879305","Asia","361","51177","25","11","0.06","107"
"94","94","Ghana","92856","","783","","90480","","1593","6","2937","25","1108763","35065","31620038","Africa","341","40383","29",NA,NA,"50"
"95","95","Zambia","92057","53","1257","1","90363","47","437","33","4892","67","1436254","76327","18817059","Africa","204","14970","13","3","0.05","23"
"96","96","Finland","88561","229","922","","46000","","41639","28","15963","166","4630078","834545","5548028","Europe","63","6017","1","41",NA,"7505"
"97","97","Thailand","81274","2419","382","19","51419","2247","29473","1138","1162","5","8124896","116155","69948647","Asia","861","183112","9","35","0.3","421"
"98","98","Cameroon","74946","","1152","","70497","","3297","385","2765","43","1518411","56025","27102385","Africa","362","23526","18",NA,NA,"122"
"99","99","El Salvador","70255","","2146","","65778","","2331","31","10785","329","934357","143439","6513963","North America","93","3035","7",NA,NA,"358"
"100","100","Mozambique","70138","","820","","67706","","1612","38","2192","26","525385","16422","31992056","Africa","456","39015","61",NA,NA,"50"
"101","101","Cyprus","68766","","332","","39061","","29373","59","56606","273","5181292","4265112","1214808","Asia","18","3659","0",NA,NA,"24179"
"102","102","Luxembourg","68153","","801","","64943","","2409","33","107398","1262","2711542","4272951","634583","Europe","9","792","0",NA,NA,"3796"
"103","103","Afghanistan","61842","87","2686","3","54040","21","5116","1124","1559","68","418191","10542","39667381","Asia","641","14768","95","2","0.08","129"
"104","104","Singapore","61331","20","31","","60912","6","388","2","10414","5","9906797","1682160","5889331","Asia","96","189978","1","3",NA,"66"
"105","105","Namibia","49893","341","683","1","47173","27","2037","45","19340","265","399564","154884","2579758","Africa","52","3777","6","132","0.4","790"
"106","106","Botswana","48417","","734","","46226","","1457","1","20244","307","1086267","454184","2391688","Africa","49","3258","2",NA,NA,"609"
"107","107","Jamaica","46588","160","803","2","22148","130","23637","19","15675","270","341769","114991","2972132","North America","64","3701","9","54","0.7","7953"
"108","108","Ivory Coast","46344","","291","","45790","","263","","1721","11","605248","22476","26928434","Africa","581","92538","44",NA,NA,"10"
"109","109","Mongolia","44016","815","160","7","29984","1451","13872","123","13246","48","2772740","834434","3322899","Asia","75","20768","1","245","2","4175"
"110","110","Uganda","42224","","346","","41652","","226","24","899","7","1032526","21990","46954508","Africa","1112","135707","45",NA,NA,"5"
"111","111","Senegal","40665","44","1117","1","39335","19","213","14","2376","65","489629","28608","17115337","Africa","421","15323","35","3","0.06","12"
"112","112","Madagascar","38874","233","716","15","35732","616","2426","357","1374","25","190996","6751","28290383","Africa","728","39512","148","8","0.5","86"
"113","113","Zimbabwe","38403","","1576","","36041","","786","12","2552","105","429710","28560","15045847","Africa","392","9547","35",NA,NA,"52"
"114","114","Malawi","34158","","1152","","32145","","861","11","1748","59","235195","12033","19546127","Africa","572","16967","83",NA,NA,"44"
"115","115","Maldives","34134","","82","","25782","","8270","90","62222","149","752971","1372572","548584","Asia","16","6690","1",NA,NA,"15075"
"116","116","Sudan","33648","","2365","","27247","","4036","","753","53","232965","5210","44712026","Africa","1329","18906","192",NA,NA,"90"
"117","117","Malta","30438","6","417","","29774","11","247","","68780","942","882019","1993079","442541","Europe","15","1061","1","14",NA,"558"
"118","118","DRC","30285","45","772","","26434","110","3079","","330","8","152076","1656","91849784","Africa","3033","118976","604","0.5",NA,"34"
"119","119","Australia","29906","9","910","","28758","","238","1","1161","35","17151054","666053","25750285","Australia/Oceania","861","28297","2","0.3",NA,"9"
"120","120","Angola","28201","","628","","24698","","2875","35","836","19","513297","15220","33725272","Africa","1196","53703","66",NA,NA,"85"
"121","121","Cabo Verde","25837","","231","","22323","","3283","23","46047","412","154030","274515","561099","Africa","22","2429","4",NA,NA,"5851"
"122","122","Rwanda","25539","","338","","24050","","1151","1","1931","26","1337100","101122","13222636","Africa","518","39120","10",NA,NA,"87"
"123","123","Gabon","23432","121","143","1","19944","106","3345","19","10323","63","749276","330079","2269987","Africa","97","15874","3","53","0.4","1474"
"124","124","Syria","23256","","1639","","18166","","3451","","1302","92","103566","5799","17858790","Asia","768","10896","172",NA,NA,"193"
"125","125","Guinea","22602","49","150","1","20186","39","2266","24","1683","11","442592","32949","13432554","Africa","594","89550","30","4","0.07","169"
"126","126","Réunion","21601","","150","","19848","","1603","36","23982","167","102720","114041","900728","Africa","42","6005","9",NA,NA,"1780"
"127","127","French Guiana","20366","","104","","9995","","10267","18","66730","341","225358","738394","305200","South America","15","2935","1",NA,NA,"33640"
"128","128","Mayotte","20134","","170","","2964","","17000","4","72331","611","174251","625992","278360","Africa","14","1637","2",NA,NA,"61072"
"129","129","French Polynesia","18790","","141","","18617","","32","1","66564","499","26355","93363","282285","Australia/Oceania","15","2002","11",NA,NA,"113"
"130","130","Cambodia","18717","538","114","","7340","456","11263","","1107","7","986444","58319","16914637","Asia","904","148374","17","32",NA,"666"
"131","131","Mauritania","18613","","456","","17847","","310","14","3916","96","241617","50840","4752536","Africa","255","10422","20",NA,NA,"65"
"132","132","Eswatini","18474","","671","","17773","","30","3","15785","573","191494","163623","1170335","Africa","63","1744","6",NA,NA,"26"
"133","133","Guadeloupe","15360","","210","","2242","","12908","18","38383","525","187796","469276","400182","North America","26","1906","2",NA,NA,"32255"
"134","134","Somalia","14415","47","747","2","6191","39","7477","","886","46","118345","7275","16266237","Africa","1128","21775","137","3","0.1","460"
"135","135","Guyana","14073","","314","","11928","","1831","14","17819","398","128826","163118","789771","South America","56","2515","6",NA,NA,"2318"
"136","136","Mali","14059","","497","","8937","","4625","","678","24","277373","13373","20741348","Africa","1475","41733","75",NA,NA,"223"
"137","137","Andorra","13390","","127","","12936","","327","12","173064","1641","193595","2502197","77370","Europe","6","609","0",NA,NA,"4226"
"138","138","Burkina Faso","13368","15","162","","13131","20","75","","625","8","181653","8494","21385551","Africa","1600","132010","118","0.7",NA,"4"
"139","139","Tajikistan","13308","","90","","13218","","0","","1369","9","","","9718231","Asia","730","107980",NA,NA,NA,""
"140","140","Haiti","13164","","263","","12154","","747","","1143","23","60085","5216","11520146","North America","875","43803","192",NA,NA,"65"
"141","141","Togo","13106","","124","","11580","","1402","","1552","15","316098","37442","8442228","Africa","644","68082","27",NA,NA,"166"
"142","142","Trinidad and Tobago","12720","","196","","9044","","3480","38","9064","140","139640","99506","1403334","North America","110","7160","10",NA,NA,"2480"
"143","143","Belize","12686","","323","","12288","","75","1","31423","800","120939","299559","403723","North America","32","1250","3",NA,NA,"186"
"144","144","Curaçao","12228","","113","","11920","","195","22","74261","686","98732","599604","164662","North America","13","1457","2",NA,NA,"1184"
"145","145","Hong Kong","11807","5","210","","11486","13","111","3","1564","28","13412611","1776854","7548518","Asia","639","35945","1","0.7",NA,"15"
"146","146","Papua New Guinea","11630","","121","","10312","","1197","","1279","13","95014","10452","9090082","Australia/Oceania","782","75125","96",NA,NA,"132"
"147","147","Martinique","11558","","83","","98","","11377","24","30820","221","163838","436880","375018","North America","32","4518","2",NA,NA,"30337"
"148","148","Djibouti","11335","16","149","1","11041","","145","","11333","149","151807","151785","1000147","Africa","88","6712","7","16","1","145"
"149","149","Congo","11147","","148","","8208","","2791","","1979","26","92500","16423","5632490","Africa","505","38057","61",NA,NA,"496"
"150","150","Suriname","10933","","214","","9694","","1025","24","18497","362","52728","89206","591084","South America","54","2762","11",NA,NA,"1734"
"151","151","Bahamas","10773","","212","","9781","","780","5","27175","535","89754","226408","396426","North America","37","1870","4",NA,NA,"1968"
"152","152","Lesotho","10761","","319","","6427","","4015","","4990","148","83335","38641","2156639","Africa","200","6761","26",NA,NA,"1862"
"153","153","Aruba","10747","11","100","","10545","40","102","14","100298","933","152435","1422619","107151","North America","10","1072","1","103",NA,"952"
"154","154","South Sudan","10637","","115","","10312","","210","","941","10","155471","13753","11304789","Africa","1063","98303","73",NA,NA,"19"
"155","155","Benin","7884","","100","","7652","","132","35","636","8","595112","48030","12390502","Africa","1572","123905","21",NA,NA,"11"
"156","156","Equatorial Guinea","7694","","112","","7279","","303","7","5337","78","123169","85434","1441687","Africa","187","12872","12",NA,NA,"210"
"157","157","Nicaragua","6989","","183","","4225","","2581","","1044","27","","","6691251","North America","957","36564",NA,NA,NA,"386"
"158","158","CAR","6674","","93","","5112","","1469","2","1362","19","40907","8347","4900689","Africa","734","52696","120",NA,NA,"300"
"159","159","Iceland","6506","","29","","6347","","130","5","18961","85","613017","1786591","343121","Europe","53","11832","1",NA,NA,"379"
"160","160","Yemen","6462","16","1270","1","2983","5","2209","23","213","42","32410","1067","30379807","Asia","4701","23921","937","0.5","0.03","73"
"161","161","Seychelles","6373","","28","","5277","","1068","","64463","283","21504","217513","98863","Africa","16","3531","5",NA,NA,"10803"
"162","162","Gambia","5925","","175","","5547","","203","3","2395","71","76379","30875","2473779","Africa","418","14136","32",NA,NA,"82"
"163","163","Niger","5313","3","192","","4882","6","239","2","213","8","100632","4035","24941425","Africa","4694","129903","248","0.1",NA,"10"
"164","164","San Marino","5067","","90","","4935","","42","4","149064","2648","61760","1816898","33992","Europe","7","378","1",NA,NA,"1236"
"165","165","Chad","4862","","170","","4622","","70","","289","10","115130","6844","16822255","Africa","3460","98954","146",NA,NA,"4"
"166","166","Saint Lucia","4654","47","75","","4439","12","140","1","25247","407","41374","224445","184339","North America","40","2458","4","255",NA,"759"
"167","167","Gibraltar","4286","","94","","4189","1","3","1","127249","2791","239374","7106882","33682","Europe","8","358","0",NA,NA,"89"
"168","168","Burundi","4132","","6","","773","","3353","","339","0.5","279132","22901","12188489","Africa","2950","2031415","44",NA,NA,"275"
"169","169","Sierra Leone","4068","","79","","3078","","911","","501","10","153257","18888","8113840","Africa","1995","102707","53",NA,NA,"112"
"170","170","Channel Islands","4056","","86","","3956","","14","","23148","491","454413","2593385","175220","Europe","43","2037","0",NA,NA,"80"
"171","171","Barbados","3931","","45","","3847","","39","","13665","156","157606","547863","287674","North America","73","6393","2",NA,NA,"136"
"172","172","Comoros","3854","","146","","3682","","26","","4354","165","","","885223","Africa","230","6063",NA,NA,NA,"29"
"173","173","Eritrea","3742","","12","","3602","","128","","1043","3","23693","6604","3587929","Africa","959","298994","151",NA,NA,"36"
"174","174","Guinea-Bissau","3739","","67","","3387","","285","9","1863","33","64589","32179","2007194","Africa","537","29958","31",NA,NA,"142"
"175","175","Vietnam","3230","93","35","","2602","42","593","","33","0.4","2958119","30160","98080462","Asia","30365","2802299","33","0.9",NA,"6"
"176","176","Timor-Leste","3111","146","4","","1601","5","1506","","2322","3","83105","62035","1339641","Asia","431","334910","16","109",NA,"1124"
"177","177","Liechtenstein","2967","4","58","","2858","","51","5","77627","1517","39109","1023233","38221","Europe","13","659","1","105",NA,"1334"
"178","178","New Zealand","2640","6","26","","2589","7","25","","528","5","2051603","410148","5002100","Australia/Oceania","1895","192388","2","1",NA,"5"
"179","179","Monaco","2477","","32","","2402","","43","1","62744","811","51953","1315999","39478","Europe","16","1234","1",NA,NA,"1089"
"180","180","Bermuda","2434","2","30","","2095","33","309","14","39206","483","246096","3964048","62082","North America","26","2069","0","32",NA,"4977"
"181","181","Turks and Caicos","2402","","17","","2358","","27","2","61338","434","60836","1553524","39160","North America","16","2304","1",NA,NA,"689"
"182","182","Sao Tome and Principe","2318","1","35","","2262","4","21","","10414","157","12999","58398","222595","Africa","96","6360","17","4",NA,"94"
"183","183","Sint Maarten","2259","9","27","","2199","2","33","2","52185","624","26359","608922","43288","North America","19","1603","2","208",NA,"762"
"184","184","Liberia","2114","","85","","1962","","67","2","410","16","97875","18976","5157851","Africa","2440","60681","53",NA,NA,"13"
"185","185","St. Vincent Grenadines","1912","17","12","","1741","","159","2","17188","108","45888","412517","111239","North America","58","9270","2","153",NA,"1429"
"186","186","Saint Martin","1773","","12","","1399","","362","7","45203","306","27588","703363","39223","North America","22","3269","1",NA,NA,"9229"
"187","187","Isle of Man","1590","","29","","1550","1","11","1","18615","340","44761","524041","85415","Europe","54","2945","2",NA,NA,"129"
"188","188","Caribbean Netherlands","1577","","17","","1542","","18","","59669","643","10040","379886","26429","North America","17","1555","3",NA,NA,"681"
"189","189","Mauritius","1240","14","17","","1121","","102","","974","13","358675","281632","1273560","Africa","1027","74915","4","11",NA,"80"
"190","190","Laos","1233","28","","","150","28","1083","","167","","188542","25600","7364820","Asia","5973","","39","4",NA,"147"
"191","191","Antigua and Barbuda","1232","","32","","1014","","186","1","12493","324","16700","169344","98616","North America","80","3082","6",NA,NA,"1886"
"192","192","Bhutan","1202","12","1","","1065","28","136","","1543","1","724937","930838","778800","Asia","648","778800","1","15",NA,"175"
"193","193","Taiwan","1183","5","12","","1082","5","89","","50","0.5","555429","23285","23853373","Asia","20163","1987781","43","0.2",NA,"4"
"194","194","St. Barth","974","","1","","462","","511","","98354","101","26385","2664344","9903","North America","10","9903","0",NA,NA,"51601"
"195","195","Diamond Princess","712","","13","","699","","0","","","","","","","","","",NA,NA,NA,""
"196","196","Faeroe Islands","668","","1","","662","","5","","13627","20","255546","5213097","49020","Europe","73","49020","0",NA,NA,"102"
"197","197","Cayman Islands","548","3","2","","537","1","9","","8256","30","91940","1385160","66375","North America","121","33188","1","45",NA,"136"
"198","198","Tanzania","509","","21","","183","","305","7","8","0.3","","","61165222","Africa","120167","2912630",NA,NA,NA,"5"
"199","199","Wallis and Futuna","445","","7","","44","","394","1","40195","632","17264","1559389","11071","Australia/Oceania","25","1582","1",NA,NA,"35588"
"200","200","Brunei","230","1","3","","218","","9","","522","7","122292","277289","441027","Asia","1918","147009","4","2",NA,"20"
"201","201","British Virgin Islands","216","","1","","191","","24","","7105","33","39777","1308368","30402","North America","141","30402","1",NA,NA,"789"
"202","202","Dominica","175","1","","","175","3","0","","2426","","15546","215504","72138","North America","412","","5","14",NA,""
"203","203","Grenada","160","","1","","158","","1","","1416","9","26331","233090","112965","North America","706","112965","4",NA,NA,"9"
"204","204","Fiji","136","","3","","96","12","37","","151","3","63609","70524","901951","Australia/Oceania","6632","300650","14",NA,NA,"41"
"205","205","New Caledonia","124","","","","58","","66","","431","","31166","108282","287822","Australia/Oceania","2321","","9",NA,NA,"229"
"206","206","Anguilla","99","4","","","49","14","50","","6549","","21024","1390844","15116","North America","153","","1","265",NA,"3308"
"207","207","Falkland Islands","63","","","","63","","0","","17672","","7258","2035905","3565","South America","57","","0",NA,NA,""
"208","208","Macao","49","","","","49","","0","","75","","4483","6825","656821","Asia","13405","","147",NA,NA,""
"209","209","Saint Kitts and Nevis","45","","","","44","","1","","841","","13691","255820","53518","North America","1189","","4",NA,NA,"19"
"210","210","Greenland","31","","","","31","","0","","545","","20669","363545","56854","North America","1834","","3",NA,NA,""
"211","211","Vatican City","27","","","","15","","12","","33624","","","","803","Europe","30","",NA,NA,NA,"14944"
"212","212","Saint Pierre Miquelon","25","","","","25","","0","","4333","","5318","921664","5770","North America","231","","1",NA,NA,""
"213","213","Montserrat","20","","1","","19","","0","","4004","200","1313","262863","4995","North America","250","4995","4",NA,NA,""
