"","Id","contry","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"40","40","UAE","530944","1724","1604","3","511340","1682","18000","","53141","161","45255315","4529521","9991193","Asia","19","6229","0","173","0.3","1802"
"41","41","Morocco","513016","360","9049","6","499917","426","4050","150","13761","243","6311023","169289","37279597","Africa","73","4120","6","10","0.2","109"
"42","42","Malaysia","427927","3551","1610","19","392555","2709","33762","354","13080","49","9821638","300212","32715679","Asia","76","20320","3","109","0.6","1032"
"43","43","Saudi Arabia","423406","1090","7032","14","406589","982","9785","1333","12005","199","17314863","490915","35270603","Asia","83","5016","2","31","0.4","277"
"44","44","Bulgaria","408372","545","16800","27","345489","594","46083","587","59150","2433","2562234","371120","6904062","Europe","17","411","3","79","4","6675"
"45","45","Ecuador","395327","2279","19018","111","329582","","46727","621","22124","1064","1322673","74021","17868773","South America","45","940","14","128","6","2615"
"46","46","Slovakia","384660","343","11920","34","366264","646","6476","277","70426","2182","2697906","493952","5461881","Europe","14","458","2","63","6","1186"
"47","47","Nepal","368580","8970","3529","54","292490","2707","72561","","12461","119","2578418","87174","29577883","Asia","80","8381","11","303","2","2453"
"48","48","Panama","366364","389","6255","3","356144","316","3965","105","83798","1431","2439336","557947","4371982","North America","12","699","2","89","0.7","907"
"49","49","Belarus","364951","1219","2602","10","355531","1319","6818","","38633","275","5939162","628703","9446691","Europe","26","3631","2","129","1","722"
"50","50","Greece","355445","3418","10847","83","320966","2500","23632","754","34244","1045","8324935","802026","10379885","Europe","29","957","1","329","8","2277"
"51","51","Croatia","341052","1640","7355","40","321755","1793","11942","236","83514","1801","1855623","454387","4083793","Europe","12","555","2","402","10","2924"
"52","52","Kazakhstan","334812","2443","3833","37","288187","3816","42792","221","17653","202","10405087","548613","18966152","Asia","57","4948","2","129","2","2256"
"53","53","Azerbaijan","324685","844","4635","18","301006","2057","19044","","31781","454","3300581","323069","10216341","Asia","31","2204","3","83","2","1864"
"54","54","Georgia","317719","1806","4227","20","297676","1144","15816","","79775","1061","4291292","1077489","3982680","Asia","13","942","1","453","5","3971"
"55","55","Tunisia","317010","1410","11208","86","272505","2852","33297","529","26588","940","1344853","112795","11922985","Africa","38","1064","9","118","7","2793"
"56","56","Bolivia","312407","1835","13123","41","257277","1349","42007","130","26459","1111","1216526","103032","11807250","South America","38","900","10","155","3","3558"
"57","57","Palestine","300387","651","3326","9","281586","1934","15475","133","57755","639","1763038","338979","5201028","Asia","17","1564","3","125","2","2975"
"58","58","Paraguay","291540","2566","6883","85","241040","1875","43617","545","40456","955","1133277","157259","7206431","South America","25","1047","6","356","12","6053"
"59","59","Kuwait","281772","1236","1621","11","265530","1436","14621","199","65168","375","2379181","550254","4323790","Asia","15","2667","2","286","3","3382"
"60","60","Dominican Republic","269184","623","3514","5","230033","580","35637","215","24606","321","1423534","130125","10939729","North America","41","3113","8","57","0.5","3258"
"61","61","Costa Rica","263094","2559","3341","15","211043","1708","48710","409","51251","651","1025064","199685","5133393","North America","20","1536","5","499","3","9489"
"62","62","Ethiopia","260802","663","3822","27","205458","2050","51522","748","2222","33","2604376","22192","117354224","Africa","450","30705","45","6","0.2","439"
"63","63","Denmark","256482","1012","2493","1","243718","705","10271","34","44149","429","40588086","6986557","5809455","Europe","23","2330","0","174","0.2","1768"
"64","64","Lithuania","254091","1293","4000","6","228696","1170","21395","183","94457","1487","2909087","1081443","2690004","Europe","11","673","1","481","2","7954"
"65","65","Moldova","252153","333","5912","20","242363","451","3878","178","62631","1468","1007539","250257","4026019","Europe","16","681","4","83","5","963"
"66","66","Ireland","251474","387","4921","6","233992","434","12561","36","50453","987","4599866","922867","4984323","Europe","20","1013","1","78","1","2520"
"67","67","Slovenia","244556","835","4282","3","230602","741","9672","140","117621","2059","1195003","574747","2079180","Europe","9","486","2","402","1","4652"
"68","68","Egypt","234015","1110","13714","59","175117","900","45184","90","2251","132","2715258","26119","103958380","Africa","444","7580","38","11","0.6","435"
"69","69","Guatemala","232439","1150","7677","35","210369","1273","14393","5","12775","422","1291245","70969","18194446","North America","78","2370","14","63","2","791"
"70","70","Armenia","218325","425","4192","14","202273","714","11860","","73561","1412","1004873","338577","2967930","Asia","14","708","3","143","5","3996"
"71","71","Honduras","216964","1131","5439","53","79925","575","131600","566","21616","542","642025","63964","10037294","North America","46","1845","16","113","5","13111"
"72","72","Uruguay","213449","3582","2972","54","184506","2787","25971","539","61267","853","1873060","537631","3483913","South America","16","1172","2","1028","15","7455"
"73","73","Qatar","209470","593","493","4","198227","1321","10750","279","74603","176","1932620","688303","2807805","Asia","13","5695","1","211","1","3829"
"74","74","Venezuela","202578","","2226","","185312","","15040","317","7141","78","3359014","118410","28367663","South America","140","12744","8","",NA,"530"
"75","75","Bosnia and Herzegovina","200353","471","8762","26","163445","1172","28146","","61392","2685","920007","281907","3263509","Europe","16","372","4","144","8","8624"
"76","76","Oman","199344","772","2083","12","181696","1149","15565","283","38221","399","1550000","297184","5215629","Asia","26","2504","3","148","2","2984"
"77","77","Bahrain","184697","1367","670","6","172006","1120","12021","101","105479","383","4189757","2392728","1751038","Asia","9","2613","0","781","3","6865"
"78","78","Libya","179193","266","3059","1","165504","446","10630","","25783","440","969795","139538","6950060","Africa","39","2272","7","38","0.1","1529"
"79","79","Nigeria","165301","28","2065","","155424","21","7812","11","786","10","1939165","9215","210428775","Africa","1273","101903","109","0.1",NA,"37"
"80","80","Kenya","162098","705","2850","25","110480","711","48768","190","2960","52","1701385","31066","54766675","Africa","338","19216","32","13","0.5","890"
"81","81","North Macedonia","153461","324","5042","26","136545","1178","11874","124","73662","2420","731997","351364","2083302","Europe","14","413","3","156","12","5700"
"82","82","Myanmar","142874","","3210","","131999","","7665","","2611","59","2585005","47242","54718013","Asia","383","17046","21","",NA,"140"
"83","83","Albania","131510","91","2406","3","114362","894","14742","18","45740","837","647277","225129","2875135","Europe","22","1195","4","32","1","5127"
"84","84","S. Korea","125519","574","1851","4","115491","547","8177","172","2446","36","9010992","175630","51306536","Asia","409","27718","6","11","0.08","159"
"85","85","Estonia","124147","366","1187","4","114618","585","8342","50","93534","894","1313094","989305","1327290","Europe","11","1118","1","276","3","6285"
"86","86","Algeria","123473","201","3307","8","86007","138","34159","28","2774","74","230861","5186","44517482","Africa","361","13462","193","5","0.2","767"
"87","87","Latvia","121509","773","2178","12","110904","751","8427","84","65031","1166","2344485","1254751","1868487","Europe","15","858","1","414","6","4510"
"88","88","Sri Lanka","119424","1895","734","","100885","810","17805","","5557","34","2849991","132624","21489175","Asia","180","29277","8","88",NA,"829"
"89","89","Norway","115411","506","767","","88952","","25692","31","21149","141","5316358","974219","5457048","Europe","47","7115","1","93",NA,"4708"
"90","90","Cuba","112714","1060","701","7","106409","1097","5604","120","9956","62","3764614","332541","11320761","North America","100","16149","3","94","0.6","495"
"91","91","Montenegro","98042","112","1526","5","94495","132","2021","64","156085","2429","382259","608564","628133","Europe","6","412","2","178","8","3217"
"92","92","Kyrgyzstan","97278","320","1640","3","90611","217","5027","70","14706","248","1013215","153173","6614840","Asia","68","4033","7","48","0.5","760"
"93","93","Uzbekistan","93176","452","657","2","88975","440","3544","23","2750","19","1377915","40673","33877979","Asia","364","51565","25","13","0.06","105"
"94","94","Ghana","92828","","783","","90462","","1583","6","2936","25","1108763","35067","31618263","Africa","341","40381","29","",NA,"50"
"95","95","Zambia","91946","97","1256","1","90264","66","426","37","4887","67","1426687","75824","18815647","Africa","205","14981","13","5","0.05","23"
"96","96","Finland","88078","280","919","1","46000","","41159","27","15876","166","4587500","826874","5548005","Europe","63","6037","1","50","0.2","7419"
"97","97","Thailand","76811","1911","336","18","46795","2435","29680","1073","1098","5","8124896","116156","69948170","Asia","911","208179","9","27","0.3","424"
"98","98","Cameroon","74946","2696","1152","45","70497","2872","3297","385","2765","43","1257949","46418","27100574","Africa","362","23525","22","99","2","122"
"99","99","Mozambique","70108","56","819","1","67696","353","1593","38","2192","26","524063","16382","31989654","Africa","456","39059","61","2","0.03","50"
"100","100","El Salvador","69997","","2143","2","65531","","2323","33","10746","329","929409","142681","6513874","North America","93","3040","7","","0.3","357"
"101","101","Cyprus","68442","460","328","1","39061","","29053","63","56341","270","5124872","4218752","1214784","Asia","18","3704","0","379","0.8","23916"
"102","102","Luxembourg","68020","170","801","1","64727","284","2492","33","107193","1262","2702729","4259251","634555","Europe","9","792","0","268","2","3927"
"103","103","Afghanistan","61455","293","2673","9","53961","211","4821","1124","1549","67","414983","10462","39664980","Asia","645","14839","96","7","0.2","122"
"104","104","Singapore","61286","18","31","","60873","29","382","1","10406","5","9906797","1682196","5889206","Asia","96","189974","1","3",NA,"65"
"105","105","Namibia","49460","137","674","7","46922","239","1864","41","19173","261","396009","153514","2579633","Africa","52","3827","7","53","3","723"
"106","106","Botswana","48417","566","734","10","46226","581","1457","1","20245","307","1086267","454209","2391558","Africa","49","3258","2","237","4","609"
"107","107","Jamaica","46338","144","798","4","21893","114","23647","21","15591","268","338892","114025","2972096","North America","64","3724","9","48","1","7956"
"108","108","Ivory Coast","46315","84","291","","45764","31","260","","1720","11","605248","22478","26926644","Africa","581","92531","44","3",NA,"10"
"109","109","Mongolia","42464","940","142","12","27242","1601","15080","123","12780","43","2754347","828935","3322754","Asia","78","23400","1","283","4","4538"
"110","110","Uganda","42152","50","345","2","41652","","155","24","898","7","1029255","21922","46950542","Africa","1114","136089","46","1","0.04","3"
"111","111","Senegal","40578","34","1116","2","39285","43","177","9","2371","65","486944","28453","17114127","Africa","422","15335","35","2","0.1","10"
"112","112","Zimbabwe","38398","41","1575","1","36027","216","796","12","2552","105","428309","28468","15045256","Africa","392","9553","35","3","0.07","53"
"113","113","Madagascar","38337","221","695","5","34727","667","2915","397","1355","25","188510","6664","28288431","Africa","738","40703","150","8","0.2","103"
"114","114","Malawi","34151","8","1152","1","32135","4","864","11","1747","59","234732","12010","19544772","Africa","572","16966","83","0.4","0.05","44"
"115","115","Sudan","33648","","2365","","27247","","4036","","753","53","232965","5211","44709222","Africa","1329","18905","192","",NA,"90"
"116","116","Maldives","33368","703","77","3","25675","202","7616","90","60829","140","749818","1366889","548558","Asia","16","7124","1","1282","5","13884"
"117","117","Malta","30420","9","416","","29744","29","260","","68740","940","878041","1984103","442538","Europe","15","1064","1","20",NA,"588"
"118","118","DRC","30201","71","770","","26319","37","3112","","329","8","151401","1648","91842311","Africa","3041","119276","607","0.8",NA,"34"
"119","119","Australia","29884","19","910","","28712","","262","1","1161","35","17075910","663156","25749476","Australia/Oceania","862","28296","2","0.7",NA,"10"
"120","120","Angola","27921","392","622","4","24503","11","2796","35","828","18","510234","15130","33722466","Africa","1208","54216","66","12","0.1","83"
"121","121","Cabo Verde","25526","367","230","1","22105","342","3191","23","45494","410","154030","274523","561083","Africa","22","2439","4","654","2","5687"
"122","122","Rwanda","25486","65","338","","23876","166","1272","1","1928","26","1333441","100852","13221757","Africa","519","39118","10","5",NA,"96"
"123","123","Gabon","23201","","140","","19740","","3321","22","10221","62","736002","324252","2269843","Africa","98","16213","3","",NA,"1463"
"124","124","Syria","23191","70","1631","6","17932","207","3628","","1299","91","103566","5800","17857625","Asia","770","10949","172","4","0.3","203"
"125","125","Guinea","22505","37","148","","20078","91","2279","24","1676","11","439345","32710","13431577","Africa","597","90754","31","3",NA,"170"
"126","126","Réunion","21601","","150","","19848","","1603","36","23982","167","102720","114043","900710","Africa","42","6005","9","",NA,"1780"
"127","127","French Guiana","20226","148","104","","9995","","10127","18","66276","341","223846","733493","305178","South America","15","2934","1","485",NA,"33184"
"128","128","Mayotte","20134","","170","","2964","","17000","4","72335","611","174251","626032","278342","Africa","14","1637","2","",NA,"61076"
"129","129","French Polynesia","18776","1","141","","18617","7","18","2","66515","500","26355","93364","282281","Australia/Oceania","15","2002","11","4",NA,"64"
"130","130","Mauritania","18576","34","456","","17817","17","303","14","3909","96","240124","50529","4752201","Africa","256","10421","20","7",NA,"64"
"131","131","Eswatini","18473","6","671","","17768","","34","3","15785","573","190646","162903","1170302","Africa","63","1744","6","5",NA,"29"
"132","132","Cambodia","17621","650","114","4","6843","824","10664","","1042","7","971586","57443","16914004","Asia","960","148368","17","38","0.2","630"
"133","133","Guadeloupe","15360","","210","","2242","","12908","18","38383","525","187796","469276","400182","North America","26","1906","2","",NA,"32255"
"134","134","Somalia","14368","247","745","24","6152","143","7471","","883","46","117534","7226","16265021","Africa","1132","21832","138","15","1","459"
"135","135","Mali","14029","31","493","","8878","22","4658","","676","24","259301","12503","20739748","Africa","1478","42068","80","1",NA,"225"
"136","136","Guyana","13957","128","310","2","11787","115","1860","16","17672","393","127708","161705","789761","South America","57","2548","6","162","3","2355"
"137","137","Andorra","13363","23","127","","12900","16","336","13","172716","1641","193595","2502197","77370","Europe","6","609","0","297",NA,"4343"
"138","138","Burkina Faso","13353","8","162","1","13111","10","80","","624","8","181252","8476","21383979","Africa","1601","132000","118","0.4","0.05","4"
"139","139","Tajikistan","13308","","90","","13218","","0","","1369","9","","","9717644","Asia","730","107974","","",NA,""
"140","140","Haiti","13164","15","263","3","12154","3","747","","1143","23","60085","5216","11519766","North America","875","43801","192","1","0.3","65"
"141","141","Togo","13068","","123","","11385","","1560","","1548","15","314199","37220","8441696","Africa","646","68632","27","",NA,"185"
"142","142","Belize","12682","2","323","","12273","12","86","1","31414","800","120377","298182","403703","North America","32","1250","3","5",NA,"213"
"143","143","Trinidad and Tobago","12396","291","191","2","8969","77","3236","38","8833","136","138704","98840","1403322","North America","113","7347","10","207","1","2306"
"144","144","Curaçao","12222","4","113","","11907","43","202","22","74225","686","98096","595745","164661","North America","13","1457","2","24",NA,"1227"
"145","145","Hong Kong","11799","2","210","","11468","6","121","3","1563","28","13412611","1776893","7548352","Asia","640","35945","1","0.3",NA,"16"
"146","146","Papua New Guinea","11630","223","121","","10312","141","1197","","1279","13","95014","10453","9089618","Australia/Oceania","782","75121","96","25",NA,"132"
"147","147","Martinique","11558","","83","","98","","11377","24","30820","221","163838","436879","375019","North America","32","4518","2","",NA,"30337"
"148","148","Djibouti","11307","39","148","1","11006","45","153","","11306","148","151363","151347","1000108","Africa","88","6757","7","39","1","153"
"149","149","Congo","11016","","147","","8208","","2661","","1956","26","92500","16424","5632117","Africa","511","38314","61","",NA,"472"
"150","150","Suriname","10816","120","213","1","9656","54","947","26","18299","360","52395","88644","591070","South America","55","2775","11","203","2","1602"
"151","151","Lesotho","10749","","319","","6427","160","4003","","4984","148","81980","38014","2156593","Africa","201","6760","26","",NA,"1856"
"152","152","Aruba","10721","","100","","10482","","139","14","100057","933","151143","1410587","107149","North America","10","1071","1","",NA,"1297"
"153","153","Bahamas","10711","135","211","1","9733","154","767","5","27020","532","89050","224638","396416","North America","37","1879","4","341","3","1935"
"154","154","South Sudan","10620","7","115","","10312","","193","","939","10","153992","13622","11304431","Africa","1064","98299","73","0.6",NA,"17"
"155","155","Benin","7884","","100","","7652","","132","35","636","8","595112","48033","12389632","Africa","1571","123896","21","",NA,"11"
"156","156","Equatorial Guinea","7694","","112","","7279","","303","7","5337","78","123169","85441","1441560","Africa","187","12871","12","",NA,"210"
"157","157","Nicaragua","6989","","183","","4225","","2581","","1045","27","","","6691036","North America","957","36563","","",NA,"386"
"158","158","CAR","6674","153","93","2","5112","","1469","2","1362","19","40907","8348","4900459","Africa","734","52693","120","31","0.4","300"
"159","159","Iceland","6500","3","29","","6332","37","139","5","18944","85","611066","1780942","343114","Europe","53","11832","1","9",NA,"405"
"160","160","Yemen","6426","12","1265","5","2971","5","2190","23","212","42","30269","996","30378008","Asia","4727","24014","1004","0.4","0.2","72"
"161","161","Seychelles","6373","","28","","5277","","1068","","64464","283","21504","217515","98862","Africa","16","3531","5","",NA,"10803"
"162","162","Gambia","5925","11","175","","5547","74","203","3","2395","71","76379","30878","2473592","Africa","417","14135","32","4",NA,"82"
"163","163","Niger","5286","","192","","4870","","224","18","212","8","99881","4005","24939016","Africa","4718","129891","250","",NA,"9"
"164","164","San Marino","5067","","90","","4935","","42","4","149069","2648","61760","1816952","33991","Europe","7","378","1","",NA,"1236"
"165","165","Chad","4854","7","170","","4612","42","72","","289","10","114926","6832","16820962","Africa","3465","98947","146","0.4",NA,"4"
"166","166","Saint Lucia","4602","17","75","1","4415","9","112","1","24965","407","40965","222229","184337","North America","40","2458","4","92","5","608"
"167","167","Gibraltar","4286","","94","","4188","","4","1","127249","2791","235484","6991390","33682","Europe","8","358","0","",NA,"119"
"168","168","Burundi","4093","24","6","","773","","3314","","336","0.5","90019","7386","12187517","Africa","2978","2031253","135","2",NA,"272"
"169","169","Sierra Leone","4068","","79","","3078","","911","","501","10","153257","18889","8113396","Africa","1994","102701","53","",NA,"112"
"170","170","Channel Islands","4056","","86","","3956","","14","","23149","491","454413","2593445","175216","Europe","43","2037","0","",NA,"80"
"171","171","Barbados","3929","14","45","","3831","10","53","","13658","156","156736","544841","287673","North America","73","6393","2","49",NA,"184"
"172","172","Comoros","3847","","146","","3681","","20","","4346","165","","","885173","Africa","230","6063","","",NA,"23"
"173","173","Guinea-Bissau","3738","","67","","3373","","298","9","1862","33","64038","31906","2007066","Africa","537","29956","31","",NA,"148"
"174","174","Eritrea","3734","27","12","","3602","64","120","","1041","3","23693","6604","3587795","Africa","961","298983","151","8",NA,"33"
"175","175","Vietnam","3090","68","35","","2560","","495","","32","0.4","2958119","30161","98078072","Asia","31740","2802231","33","0.7",NA,"5"
"176","176","Liechtenstein","2961","5","57","","2843","4","61","7","77471","1491","39109","1023233","38221","Europe","13","671","1","131",NA,"1596"
"177","177","Timor-Leste","2870","84","4","","1449","81","1417","","2142","3","69967","52231","1339572","Asia","467","334893","19","63",NA,"1058"
"178","178","New Zealand","2633","4","26","","2579","1","28","","526","5","2037349","407299","5002100","Australia/Oceania","1900","192388","2","0.8",NA,"6"
"179","179","Monaco","2475","4","32","","2397","4","46","1","62695","811","51953","1316032","39477","Europe","16","1234","1","101",NA,"1165"
"180","180","Bermuda","2429","2","30","","2016","36","383","16","39125","483","243900","3928612","62083","North America","26","2069","0","32",NA,"6169"
"181","181","Turks and Caicos","2402","2","17","","2358","15","27","2","61340","434","60836","1553564","39159","North America","16","2303","1","51",NA,"689"
"182","182","Sao Tome and Principe","2317","3","35","","2258","1","24","","10410","157","12999","58400","222584","Africa","96","6360","17","13",NA,"108"
"183","183","Sint Maarten","2247","4","27","","2197","4","23","2","51909","624","26359","608936","43287","North America","19","1603","2","92",NA,"531"
"184","184","Liberia","2113","","85","","1959","","69","2","410","16","97399","18885","5157525","Africa","2441","60677","53","",NA,"13"
"185","185","St. Vincent Grenadines","1889","7","12","1","1733","2","144","2","16982","108","45777","411523","111238","North America","59","9270","2","63","9","1295"
"186","186","Saint Martin","1773","28","12","","1399","","362","7","45205","306","27588","703399","39221","North America","22","3268","1","714",NA,"9230"
"187","187","Isle of Man","1590","","29","","1549","","12","1","18615","340","44761","524054","85413","Europe","54","2945","2","",NA,"140"
"188","188","Caribbean Netherlands","1573","6","16","","1540","8","17","","59518","605","10040","379886","26429","North America","17","1652","3","227",NA,"643"
"189","189","Antigua and Barbuda","1232","","32","","1014","","186","1","12493","324","16700","169347","98614","North America","80","3082","6","",NA,"1886"
"190","190","Mauritius","1216","","17","","1111","","88","","955","13","358675","281633","1273554","Africa","1047","74915","4","",NA,"69"
"191","191","Laos","1177","105","","","101","2","1076","","160","","185266","25157","7364531","Asia","6257","","40","14",NA,"146"
"192","192","Taiwan","1173","13","12","","1075","1","86","","49","0.5","555429","23285","23853256","Asia","20335","1987771","43","0.5",NA,"4"
"193","193","Bhutan","1161","17","1","","1028","11","132","","1491","1","720018","924550","778777","Asia","671","778777","1","22",NA,"169"
"194","194","St. Barth","974","","1","","462","","511","","98364","101","26385","2664613","9902","North America","10","9902","0","",NA,"51606"
"195","195","Diamond Princess","712","","13","","699","","0","","","","","","","","","","","",NA,""
"196","196","Faeroe Islands","668","","1","","662","","5","","13627","20","255139","5204794","49020","Europe","73","49020","0","",NA,"102"
"197","197","Cayman Islands","545","","2","","536","3","7","","8211","30","91086","1372335","66373","North America","122","33187","1","",NA,"105"
"198","198","Tanzania","509","","21","","183","","305","7","8","0.3","","","61160555","Africa","120158","2912407","","",NA,"5"
"199","199","Wallis and Futuna","445","1","7","","44","","394","1","40191","632","17264","1559249","11072","Australia/Oceania","25","1582","1","90",NA,"35585"
"200","200","Brunei","228","","3","","218","","7","","517","7","121565","275648","441015","Asia","1934","147005","4","",NA,"16"
"201","201","British Virgin Islands","216","","1","","191","","24","","7105","33","39777","1308411","30401","North America","141","30401","1","",NA,"789"
"202","202","Dominica","174","","","","172","","2","","2412","","14936","207050","72137","North America","415","","5","",NA,"28"
"203","203","Grenada","160","","1","","158","","1","","1416","9","26331","233092","112964","North America","706","112964","4","",NA,"9"
"204","204","Fiji","129","4","3","1","84","","42","","143","3","60054","66584","901933","Australia/Oceania","6992","300644","15","4","1","47"
"205","205","New Caledonia","124","","","","58","","66","","431","","31166","108285","287815","Australia/Oceania","2321","","9","",NA,"229"
"206","206","Anguilla","95","","","","35","","60","","6285","","21024","1390844","15116","North America","159","","1","",NA,"3969"
"207","207","Falkland Islands","63","","","","63","","0","","17672","","7258","2035905","3565","South America","57","","0","",NA,""
"208","208","Macao","49","","","","49","","0","","75","","4483","6826","656797","Asia","13404","","147","",NA,""
"209","209","Saint Kitts and Nevis","45","","","","44","","1","","841","","13691","255825","53517","North America","1189","","4","",NA,"19"
"210","210","Greenland","31","","","","31","","0","","545","","20669","363552","56853","North America","1834","","3","",NA,""
"211","211","Vatican City","27","","","","15","","12","","33624","","","","803","Europe","30","","","",NA,"14944"
"212","212","Saint Pierre Miquelon","25","","","","25","","0","","4333","","5318","921664","5770","North America","231","","1","",NA,""
"213","213","Montserrat","20","","1","","19","","0","","4004","200","1313","262863","4995","North America","250","4995","4","",NA,""
"214","214","Solomon Islands","20","","","","20","","0","","29","","4500","6419","701026","Australia/Oceania","35051","","156","",NA,""
