"","Id","contry","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"60","60","Dominican Republic","268561","","3509","","229453","","35599","210","24550","321","1417472","129575","10939432","North America","41","3118","8",NA,NA,"3254"
"61","61","Costa Rica","260535","","3326","","209335","","47874","405","50754","648","1010785","196909","5133266","North America","20","1543","5",NA,NA,"9326"
"62","62","Ethiopia","260139","","3795","","203408","","52936","777","2217","32","2599462","22152","117346420","Africa","451","30921","45",NA,NA,"451"
"63","63","Denmark","255470","","2492","","243013","","9965","40","43975","429","40218488","6923003","5809399","Europe","23","2331","0",NA,NA,"1715"
"64","64","Lithuania","254091","1293","4000","6","228696","1170","21395","183","94454","1487","2909087","1081402","2690107","Europe","11","673","1","481","2","7953"
"65","65","Moldova","251820","","5892","","241912","","4016","194","62548","1463","1003065","249144","4026045","Europe","16","683","4",NA,NA,"998"
"66","66","Ireland","251087","","4915","","233551","","12621","37","50377","986","4578830","918674","4984172","Europe","20","1014","1",NA,NA,"2532"
"67","67","Slovenia","243719","","4279","","229861","","9579","140","117219","2058","1190770","572712","2079179","Europe","9","486","2",NA,NA,"4607"
"68","68","Egypt","232905","","13655","","174217","","45033","90","2240","131","2715258","26120","103953098","Africa","446","7613","38",NA,NA,"433"
"69","69","Guatemala","231289","","7642","","209096","","14551","5","12713","420","1283521","70548","18193539","North America","79","2381","14",NA,NA,"800"
"70","70","Armenia","218325","425","4192","14","202273","714","11860","","73562","1412","1004873","338579","2967915","Asia","14","708","3","143","5","3996"
"71","71","Honduras","216964","1131","5439","53","79925","575","131600","566","21617","542","642025","63967","10036864","North America","46","1845","16","113","5","13112"
"72","72","Uruguay","209867","","2918","","181719","","25230","541","60239","838","1857081","533050","3483880","South America","17","1194","2",NA,NA,"7242"
"73","73","Qatar","208877","","489","","196906","","11482","296","74392","174","1927819","686593","2807805","Asia","13","5742","1",NA,NA,"4089"
"74","74","Venezuela","202578","","2226","","185312","","15040","317","7141","78","3359014","118409","28367882","South America","140","12744","8",NA,NA,"530"
"75","75","Bosnia and Herzegovina","199882","","8736","","162273","","28873","","61247","2677","916879","280944","3263565","Europe","16","374","4",NA,NA,"8847"
"76","76","Oman","198572","","2071","","180547","","15954","281","38075","397","1550000","297204","5215273","Asia","26","2518","3",NA,NA,"3059"
"77","77","Bahrain","183330","","664","","170886","","11780","101","104708","379","4172056","2382841","1750875","Asia","10","2637","0",NA,NA,"6728"
"78","78","Libya","178927","","3058","","165058","","10811","","25746","440","967914","139272","6949805","Africa","39","2273","7",NA,NA,"1556"
"79","79","Nigeria","165273","","2065","","155403","","7805","11","785","10","1939165","9216","210414773","Africa","1273","101896","109",NA,NA,"37"
"80","80","Kenya","161393","","2825","","109769","","48799","190","2947","52","1692532","30906","54763431","Africa","339","19385","32",NA,NA,"891"
"81","81","North Macedonia","153137","","5016","","135367","","12754","124","73507","2408","729337","350087","2083302","Europe","14","415","3",NA,NA,"6122"
"82","82","Myanmar","142874","","3210","","131999","","7665","","2611","59","2585005","47243","54717018","Asia","383","17046","21",NA,NA,"140"
"83","83","Albania","131419","","2403","","113468","","15548","18","45709","836","644459","224148","2875144","Europe","22","1196","4",NA,NA,"5408"
"84","84","S. Korea","125519","574","1851","4","115491","547","8177","172","2446","36","9010992","175631","51306416","Asia","409","27718","6","11","0.08","159"
"85","85","Estonia","124147","366","1187","4","114618","585","8342","50","93534","894","1313094","989306","1327288","Europe","11","1118","1","276","3","6285"
"86","86","Algeria","123272","","3299","","85869","","34104","28","2769","74","230861","5186","44515316","Africa","361","13494","193",NA,NA,"766"
"87","87","Latvia","120736","","2166","","110153","","8417","84","64615","1159","2320633","1241948","1868543","Europe","15","863","1",NA,NA,"4505"
"88","88","Sri Lanka","117529","","734","","100075","","16720","","5469","34","2849991","132626","21488931","Asia","183","29276","8",NA,NA,"778"
"89","89","Norway","114905","","767","","88952","","25186","33","21057","141","5212177","955148","5456932","Europe","47","7115","1",NA,NA,"4615"
"90","90","Cuba","111654","","694","","105312","","5648","110","9863","61","3741796","330525","11320780","North America","101","16312","3",NA,NA,"499"
"91","91","Montenegro","97930","","1521","","94363","","2046","64","155906","2421","380836","606298","628133","Europe","6","413","2",NA,NA,"3257"
"92","92","Kyrgyzstan","97278","320","1640","3","90611","217","5027","70","14707","248","1013215","153180","6614546","Asia","68","4033","7","48","0.5","760"
"93","93","Uzbekistan","93176","452","657","2","88975","440","3544","23","2750","19","1377915","40674","33876654","Asia","364","51563","25","13","0.06","105"
"94","94","Ghana","92828","","783","","90462","","1583","6","2936","25","1108763","35069","31616487","Africa","341","40379","29",NA,NA,"50"
"95","95","Zambia","91849","","1255","","90198","","396","35","4882","67","1421922","75577","18814235","Africa","205","14991","13",NA,NA,"21"
"96","96","Finland","87798","","918","","46000","","40880","24","15825","165","4566889","823162","5547981","Europe","63","6044","1",NA,NA,"7368"
"97","97","Thailand","76811","1911","336","18","46795","2435","29680","1042","1098","5","8124896","116157","69947693","Asia","911","208178","9","27","0.3","424"
"98","98","Cameroon","72250","","1107","","67625","","3518","385","2666","41","1257949","46421","27098763","Africa","375","24479","22",NA,NA,"130"
"99","99","Mozambique","70052","","818","","67343","","1891","38","2190","26","522988","16350","31987252","Africa","457","39104","61",NA,NA,"59"
"100","100","El Salvador","69997","","2143","2","65531","","2323","33","10746","329","929409","142683","6513785","North America","93","3040","7",NA,"0.3","357"
"101","101","Cyprus","67982","","327","","39061","","28594","67","55963","269","5082640","4184069","1214760","Asia","18","3715","0",NA,NA,"23539"
"102","102","Luxembourg","67850","","800","","64443","","2607","34","106930","1261","2694054","4245767","634527","Europe","9","793","0",NA,NA,"4109"
"103","103","Singapore","61286","18","31","","60844","","411","2","10407","5","9906797","1682232","5889080","Asia","96","189970","1","3",NA,"70"
"104","104","Afghanistan","61162","","2664","","53750","","4748","1124","1542","67","412798","10408","39662579","Asia","648","14888","96",NA,NA,"120"
"105","105","Namibia","49323","","667","","46683","","1973","42","19121","259","394758","153036","2579507","Africa","52","3867","7",NA,NA,"765"
"106","106","Botswana","47851","","724","","45645","","1482","1","20009","303","1036708","433510","2391428","Africa","50","3303","2",NA,NA,"620"
"107","107","Ivory Coast","46231","","291","","45733","","207","","1717","11","594288","22072","26924854","Africa","582","92525","45",NA,NA,"8"
"108","108","Jamaica","46194","","794","","21779","","23621","25","15543","267","337769","113648","2972061","North America","64","3743","9",NA,NA,"7948"
"109","109","Mongolia","42464","940","142","12","27242","1601","15080","123","12780","43","2754347","828971","3322610","Asia","78","23399","1","283","4","4539"
"110","110","Uganda","42102","","343","","41652","","107","24","897","7","1026666","21869","46946576","Africa","1115","136870","46",NA,NA,"2"
"111","111","Senegal","40544","","1114","","39242","","188","12","2369","65","485915","28395","17112917","Africa","422","15362","35",NA,NA,"11"
"112","112","Zimbabwe","38357","","1574","","35811","","972","12","2550","105","424949","28246","15044664","Africa","392","9558","35",NA,NA,"65"
"113","113","Madagascar","38116","","690","","34060","","3366","389","1347","24","187749","6637","28286480","Africa","742","40995","151",NA,NA,"119"
"114","114","Malawi","34143","","1151","","32131","","861","8","1747","59","234303","11989","19543417","Africa","572","16980","83",NA,NA,"44"
"115","115","Sudan","33648","","2365","","27247","","4036","","753","53","232965","5211","44706417","Africa","1329","18903","192",NA,NA,"90"
"116","116","Maldives","32665","","74","","25473","","7118","90","59550","135","746244","1360438","548532","Asia","17","7413","1",NA,NA,"12976"
"117","117","Malta","30411","","416","","29715","","280","","68720","940","876070","1979663","442535","Europe","15","1064","1",NA,NA,"633"
"118","118","DRC","30130","","770","","26282","","3078","","328","8","150908","1643","91834838","Africa","3048","119266","609",NA,NA,"34"
"119","119","Australia","29884","19","910","","28712","","262","1","1161","35","17075910","663176","25748668","Australia/Oceania","862","28295","2","0.7",NA,"10"
"120","120","Angola","27529","","618","","24492","","2419","32","816","18","506513","15021","33719659","Africa","1225","54563","67",NA,NA,"72"
"121","121","Rwanda","25421","","338","","23710","","1373","1","1923","26","1330298","100621","13220877","Africa","520","39115","10",NA,NA,"104"
"122","122","Cabo Verde","25159","","229","","21763","","3167","23","44841","408","154030","274531","561066","Africa","22","2450","4",NA,NA,"5645"
"123","123","Gabon","23201","","140","","19740","","3321","22","10222","62","736002","324273","2269699","Africa","98","16212","3",NA,NA,"1463"
"124","124","Syria","23121","","1625","","17725","","3771","","1295","91","103566","5800","17856460","Asia","772","10989","172",NA,NA,"211"
"125","125","Guinea","22468","","148","","19987","","2333","24","1673","11","437295","32560","13430600","Africa","598","90747","31",NA,NA,"174"
"126","126","Réunion","21601","","150","","19848","","1603","36","23983","167","102720","114046","900693","Africa","42","6005","9",NA,NA,"1780"
"127","127","Mayotte","20134","","170","","2964","","17000","4","72340","611","174251","626072","278324","Africa","14","1637","2",NA,NA,"61080"
"128","128","French Guiana","20078","","104","","9995","","9979","18","65796","341","222077","727747","305157","South America","15","2934","1",NA,NA,"32701"
"129","129","French Polynesia","18775","","141","","18610","","24","2","66513","500","26355","93366","282276","Australia/Oceania","15","2002","11",NA,NA,"85"
"130","130","Mauritania","18542","","456","","17800","","286","14","3902","96","238937","50283","4751866","Africa","256","10421","20",NA,NA,"60"
"131","131","Eswatini","18467","","671","","17768","","28","3","15780","573","189623","162034","1170269","Africa","63","1744","6",NA,NA,"24"
"132","132","Cambodia","17621","650","114","4","6843","824","10664","","1042","7","971586","57445","16913372","Asia","960","148363","17","38","0.2","631"
"133","133","Guadeloupe","15360","","210","","2242","","12908","18","38383","525","187796","469276","400182","North America","26","1906","2",NA,NA,"32255"
"134","134","Somalia","14121","","721","","6009","","7391","","868","44","115330","7091","16263804","Africa","1152","22557","141",NA,NA,"454"
"135","135","Mali","13998","","493","","8856","","4649","","675","24","258602","12470","20738148","Africa","1482","42065","80",NA,NA,"224"
"136","136","Guyana","13829","","308","","11672","","1849","16","17511","390","126927","160718","789751","South America","57","2564","6",NA,NA,"2341"
"137","137","Burkina Faso","13345","","161","","13101","","83","","624","8","180994","8465","21382407","Africa","1602","132810","118",NA,NA,"4"
"138","138","Andorra","13340","","127","","12884","","329","13","172420","1641","193595","2502230","77369","Europe","6","609","0",NA,NA,"4252"
"139","139","Tajikistan","13308","","90","","13218","","0","","1370","9","","","9717058","Asia","730","107967","",NA,NA,""
"140","140","Haiti","13149","","260","","12151","","738","","1141","23","60085","5216","11519387","North America","876","44305","192",NA,NA,"64"
"141","141","Togo","13068","","123","","11385","","1560","","1548","15","314199","37222","8441165","Africa","646","68627","27",NA,NA,"185"
"142","142","Belize","12680","","323","","12261","","96","1","31411","800","119885","296978","403683","North America","32","1250","3",NA,NA,"238"
"143","143","Curaçao","12218","","113","","11864","","241","22","74202","686","97453","591847","164659","North America","13","1457","2",NA,NA,"1464"
"144","144","Trinidad and Tobago","12105","","189","","8892","","3024","40","8626","135","138090","98403","1403309","North America","116","7425","10",NA,NA,"2155"
"145","145","Hong Kong","11797","","210","","11462","","125","3","1563","28","13412611","1776932","7548186","Asia","640","35944","1",NA,NA,"17"
"146","146","Martinique","11558","","83","","98","","11377","24","30820","221","163838","436879","375019","North America","32","4518","2",NA,NA,"30337"
"147","147","Papua New Guinea","11273","","121","","9773","","1379","","1240","13","93283","10263","9089155","Australia/Oceania","806","75117","97",NA,NA,"152"
"148","148","Djibouti","11268","","147","","10961","","160","","11267","147","150996","150986","1000069","Africa","89","6803","7",NA,NA,"160"
"149","149","Congo","11016","","147","","8208","","2661","","1956","26","92500","16425","5631745","Africa","511","38311","61",NA,NA,"473"
"150","150","Lesotho","10749","","319","","6267","","4163","","4984","148","81902","37978","2156547","Africa","201","6760","26",NA,NA,"1930"
"151","151","Aruba","10721","","100","","10482","","139","14","100058","933","151143","1410600","107148","North America","10","1071","1",NA,NA,"1297"
"152","152","Suriname","10696","","212","","9602","","882","26","18096","359","51984","87951","591056","South America","55","2788","11",NA,NA,"1492"
"153","153","South Sudan","10613","","115","","10312","","186","","939","10","153445","13574","11304072","Africa","1065","98296","74",NA,NA,"16"
"154","154","Bahamas","10576","","210","","9579","","787","4","26680","530","88056","222136","396406","North America","37","1888","5",NA,NA,"1985"
"155","155","Benin","7884","","100","","7652","","132","35","636","8","595112","48036","12388761","Africa","1571","123888","21",NA,NA,"11"
"156","156","Equatorial Guinea","7694","","112","","7279","","303","7","5338","78","123169","85449","1441434","Africa","187","12870","12",NA,NA,"210"
"157","157","Nicaragua","6989","","183","","4225","","2581","","1045","27","","","6690821","North America","957","36562","",NA,NA,"386"
"158","158","CAR","6521","","91","","5112","","1318","2","1331","19","40907","8348","4900230","Africa","751","53849","120",NA,NA,"269"
"159","159","Iceland","6497","","29","","6295","","173","5","18936","85","609481","1776353","343108","Europe","53","11831","1",NA,NA,"504"
"160","160","Yemen","6414","","1260","","2966","","2188","23","211","41","29202","961","30376209","Asia","4736","24108","1040",NA,NA,"72"
"161","161","Seychelles","6373","","28","","5277","","1068","","64465","283","21504","217520","98860","Africa","16","3531","5",NA,NA,"10803"
"162","162","Gambia","5914","","175","","5473","","266","3","2391","71","76379","30880","2473406","Africa","418","14134","32",NA,NA,"108"
"163","163","Niger","5286","","192","","4870","","224","18","212","8","99881","4005","24936607","Africa","4717","129878","250",NA,NA,"9"
"164","164","San Marino","5067","","90","","4935","","42","4","149069","2648","61760","1816952","33991","Europe","7","378","1",NA,NA,"1236"
"165","165","Chad","4847","","170","","4570","","107","","288","10","114699","6819","16819668","Africa","3470","98939","147",NA,NA,"6"
"166","166","Saint Lucia","4602","17","75","1","4415","9","112","1","24966","407","40965","222232","184334","North America","40","2458","4","92","5","608"
"167","167","Gibraltar","4286","","94","","4188","","4","1","127245","2791","235484","6991182","33683","Europe","8","358","0",NA,NA,"119"
"168","168","Burundi","4069","","6","","773","","3290","","334","0.5","90019","7387","12186545","Africa","2995","2031091","135",NA,NA,"270"
"169","169","Sierra Leone","4068","","79","","3078","","911","","501","10","153257","18890","8112952","Africa","1994","102696","53",NA,NA,"112"
"170","170","Channel Islands","4056","","86","","3956","","14","","23149","491","454413","2593504","175212","Europe","43","2037","0",NA,NA,"80"
"171","171","Barbados","3915","","45","","3821","","49","","13609","156","156003","542295","287672","North America","73","6393","2",NA,NA,"170"
"172","172","Comoros","3847","","146","","3681","","20","","4346","165","","","885122","Africa","230","6062","",NA,NA,"23"
"173","173","Guinea-Bissau","3738","","67","","3373","","298","9","1863","33","64038","31908","2006939","Africa","537","29954","31",NA,NA,"148"
"174","174","Eritrea","3707","","12","","3538","","157","","1033","3","23693","6604","3587661","Africa","968","298972","151",NA,NA,"44"
"175","175","Vietnam","3030","8","35","","2560","","435","","31","0.4","2958119","30162","98075681","Asia","32368","2802162","33","0.08",NA,"4"
"176","176","Liechtenstein","2956","","57","","2839","","60","7","77342","1491","39109","1023260","38220","Europe","13","671","1",NA,NA,"1570"
"177","177","Timor-Leste","2786","","4","","1368","","1414","","2080","3","69967","52234","1339503","Asia","481","334876","19",NA,NA,"1056"
"178","178","New Zealand","2633","4","26","","2579","1","28","","526","5","2037349","407299","5002100","Australia/Oceania","1900","192388","2","0.8",NA,"6"
"179","179","Monaco","2471","","32","","2393","","46","1","62595","811","51953","1316065","39476","Europe","16","1234","1",NA,NA,"1165"
"180","180","Bermuda","2429","2","30","","2016","36","383","16","39124","483","243900","3928548","62084","North America","26","2069","0","32",NA,"6169"
"181","181","Turks and Caicos","2400","","17","","2343","","40","2","61292","434","59846","1528360","39157","North America","16","2303","1",NA,NA,"1022"
"182","182","Sao Tome and Principe","2314","","35","","2257","","22","","10397","157","12999","58404","222572","Africa","96","6359","17",NA,NA,"99"
"183","183","Sint Maarten","2247","4","27","","2197","4","23","2","51912","624","26359","608964","43285","North America","19","1603","2","92",NA,"531"
"184","184","Liberia","2113","","85","","1959","","69","2","410","16","97399","18886","5157199","Africa","2441","60673","53",NA,NA,"13"
"185","185","St. Vincent Grenadines","1882","","11","","1731","","140","2","16919","99","45375","407913","111237","North America","59","10112","2",NA,NA,"1259"
"186","186","Saint Martin","1745","","12","","1399","","334","7","44494","306","27588","703435","39219","North America","22","3268","1",NA,NA,"8516"
"187","187","Isle of Man","1590","","29","","1549","","12","1","18616","340","44761","524060","85412","Europe","54","2945","2",NA,NA,"140"
"188","188","Caribbean Netherlands","1567","","16","","1532","","19","","59293","605","10040","379900","26428","North America","17","1652","3",NA,NA,"719"
"189","189","Antigua and Barbuda","1232","","32","","1014","","186","1","12493","325","16700","169351","98612","North America","80","3082","6",NA,NA,"1886"
"190","190","Mauritius","1216","","17","","1111","","88","","955","13","358675","281634","1273548","Africa","1047","74915","4",NA,NA,"69"
"191","191","Taiwan","1173","13","12","","1075","1","86","","49","0.5","555429","23285","23853138","Asia","20335","1987762","43","0.5",NA,"4"
"192","192","Bhutan","1144","","1","","1017","","126","","1469","1","718273","922336","778754","Asia","681","778754","1",NA,NA,"162"
"193","193","Laos","1072","","","","99","","973","","146","","181670","24669","7364243","Asia","6870","","41",NA,NA,"132"
"194","194","St. Barth","974","","1","","462","","511","","98364","101","26385","2664613","9902","North America","10","9902","0",NA,NA,"51606"
"195","195","Diamond Princess","712","","13","","699","","0","","","","","","","","","","",NA,NA,""
"196","196","Faeroe Islands","668","","1","","662","","5","","13627","20","254495","5191762","49019","Europe","73","49019","0",NA,NA,"102"
"197","197","Cayman Islands","545","","2","","533","","10","","8211","30","90620","1365355","66371","North America","122","33186","1",NA,NA,"151"
"198","198","Tanzania","509","","21","","183","","305","7","8","0.3","","","61155888","Africa","120149","2912185","",NA,NA,"5"
"199","199","Wallis and Futuna","444","","7","","44","","393","1","40101","632","15256","1377890","11072","Australia/Oceania","25","1582","1",NA,NA,"35495"
"200","200","Brunei","228","","3","","218","","7","","517","7","121565","275655","441004","Asia","1934","147001","4",NA,NA,"16"
"201","201","British Virgin Islands","216","","1","","191","","24","","7105","33","39777","1308454","30400","North America","141","30400","1",NA,NA,"789"
"202","202","Dominica","174","","","","172","","2","","2412","","14936","207050","72137","North America","415","","5",NA,NA,"28"
"203","203","Grenada","160","","1","","158","","1","","1416","9","26331","233096","112962","North America","706","112962","4",NA,NA,"9"
"204","204","Fiji","125","","2","","84","","39","","139","2","56266","62385","901915","Australia/Oceania","7215","450958","16",NA,NA,"43"
"205","205","New Caledonia","124","","","","58","","66","","431","","31166","108288","287807","Australia/Oceania","2321","","9",NA,NA,"229"
"206","206","Anguilla","95","","","","35","","60","","6285","","21024","1390844","15116","North America","159","","1",NA,NA,"3969"
"207","207","Falkland Islands","63","","","","63","","0","","17672","","7258","2035905","3565","South America","57","","0",NA,NA,""
"208","208","Macao","49","","","","49","","0","","75","","4483","6826","656773","Asia","13404","","147",NA,NA,""
"209","209","Saint Kitts and Nevis","45","","","","44","","1","","841","","13691","255830","53516","North America","1189","","4",NA,NA,"19"
"210","210","Greenland","31","","","","31","","0","","545","","20669","363552","56853","North America","1834","","3",NA,NA,""
"211","211","Vatican City","27","","","","15","","12","","33624","","","","803","Europe","30","","",NA,NA,"14944"
"212","212","Saint Pierre Miquelon","25","","","","25","","0","","4333","","5318","921664","5770","North America","231","","1",NA,NA,""
"213","213","Montserrat","20","","1","","19","","0","","4004","200","1313","262863","4995","North America","250","4995","4",NA,NA,""
"214","214","Solomon Islands","20","","","","20","","0","","29","","4500","6420","700980","Australia/Oceania","35049","","156",NA,NA,""
"215","215","Western Sahara","10","","1","","8","","1","","16","2","","","609629","Africa","60963","609629","",NA,NA,"2"
"216","216","MS Zaandam","9","","2","","7","","0","","","","","","","","","","",NA,NA,""
